Index,Comment
57,@b0doh scared the rich girl end up meet some rich guy same level as her then go for the same lvl guy know
58,the guilt
59,it's a bonus
60,i'd keep it real! and eat there once or twice and then next time we're going to a place i can actually afford.
61,v rich girl please
62,its tough man. i feel like ots even harder to please her at least financially. like what gifts would she expect and other things...
63,"i think what you can't provide financially, you make up for it in other ways. like in the bedroomit's only bad when you provide nothing."
64,really loved the way this was asked and the constructive responses! following on spotify for moreeee
65,"must be stressful, because if you're not used to a fancy life that's actually difficult to adapt to it."
66,"i've been a househusband apprentice for 16 years, i'm prepared to serve"
67,"look for the person, not the status"
68,i think if you set clear expectations about what you're both comfortable with it becomes easier
69,id be like yes mommy take me out
70,tell me you rich but don't
71,"yeah it happened to me , i felt so guilty because i'm not that financially stable to afford such fancy dinner"
72,i mean if they can help me land a better job with good chance to move up
73,that's mommy right there
74,if it was me it must be suffocating i cant
75,within the next week i would be on my knee with a ring
76,"100%. especially for guys who have self respect, they would defs feel the pressure"
77,runnit upppppppp
78,"please, i'm trying to be a passenger princess"
79,complex
80,ooo the feeling of not being able to be good enough
81,fam i'll take advantage
82,why should you care ? she was literally paying you like a boss and your task is to eat and chat
83,if both side chose each other then why would money pressure you???
84,"i mean if she's with you she's probably very willing to ""spoil"" you when you don't have that type of money. as long as she's happy with you as you"
85,"no, not me."
86,it wouldn't bother me but i'd ask her with u get board of me cuz your just paying all the time like it's her doing all te surprised etc
87,pay up!
88,skill issue tbh
89,true
90,i would call her mommy. i'll do whatever she wants.
91,"the thing is most fancy restaurants doesn't really worth the price, they're overpriced af"
92,ill make sure that tycoon daughter carry may child
93,if she didn't work for it ..it wont mean shit.
94,look if she's got good attitude. in my case she wasn't and she only cared abt fancy stuff and spoiled af. she ended up with some sports car guy tho.
95,"just enjoy the moment, she is paying she is lonely she needs it, u like her she likes u"
96,"cap! it changes nothing, she will also want gifts from you the small things go a long way. both parties just need to be real to each other."
97,perfecf
98,to fellow low income childhood homies: i'm on generationally wealthy partners. so many quiet things about your core values creep up over time.
99,"food is edible, ego is not."
100,"most important thing is to date someone you love, who has a big heart, that you trust and you feel you can have a relationship with."
101,"financially feels small compared to her, impressing her family and tryong to win over her dad. stress will eat me for lunch"
102,"maybe take turns picking the place. good food are everywhere, not limited to fancy places"
103,yes. i'm not gonan date a rich girl unless im rich too
104,this happened to me and i couldn't help but feel inadequate. i felt like i couldn't keep up with her and constantly playing catch up
105,it only changes the dynamic if the girl is rich
106,"no, come visit me. welcome."
107,finna watch this rn
108,i've taken a big interest to this podcast
109,"i wouldn't really care, just tell her you can't afford it if you can't and if she shouts try pay back it in different ways like flowers yk"
110,"i had the same situation, it's pretty stressing"
111,"my first thought was ""u want a house husband?"""
112,well i would feel weird but happy
113,i can hear sonia chew's voice the whole day
114,"if that happens to me, i'm willing to risk it all"
115,@anna oh
116,wouldnt work for me. idk why ppl want their partner to pay for stuff for me its uncomfortable
117,she's beautiful
118,"nahhhh i""ll beeee excited asss hellll"
119,both of you look so perfect with each other
120,"if you actually liked her and she was cool, try something she wouldn't expect."
121,her voice
122,@ghost7 she's fire
123,waaa i don't mind siaa
124,no one would care lmfao
125,one date and ghosted. out of my league fam.
126,run
127,@dicesuki_ hahahahahahahahahahahah yes po
128,@victorchen361
129,lol jackpot la
130,umm i always thought that wouldnt ruin it but now that she puts it that way it would feel weird cuz thats outside my comfort zone
131,well there wasn't any change in dynamic when i dated @germaineleonora
132,she's pretty
133,my last two exes one made 100k a month the next made about 450 to 500k a month. it didn't change anything.
134,@carorayne1168
135,@ziana
136,@kwang @haikal.
137,"i think it's not abt the ego. one time i had a friend, she is fairly wealthy in my country. and there is this boy, who came from a middle class family"
138,this is exactly what i'm going through rn dude i met this guy and i like him a lot because he adds such a different perspective to everything
139,i cant find you on podcast
140,love the eyeliner!!!
141,her eyeliner looks sooo good
142,if a woman is richer than you. she will appreciate you being genuine and sincere than your wealth or lack there of
143,give it to me
144,if u feel pressured u are not meant to be with her. being in a relationship is also knowing how to be mature about stuff.
145,she low-key has a nigerian accent
146,"if you can't support her financial, there a lot of other stuff she need i'm sure you can think of something"
147,it's outside your control. as long as she doesn't look down on you bc of it then no problem
148,she looks like hwasa
149,her views on things and morals should be the things to look out for
150,definitely... hmmm
151,"i think it's good to tell your partner about it. ask her about her opinion and how she'd like to go about it. don't be scared, she chose you"
152,"it feels weird when i more and more cant relate to ""not being rich""situations
jk"
153,thank you for the food
154,high ses
155,"reminds me of crazy rich asian ""it's not my job to make you feel like a man"" .."
156,so whats the point of this vid
157,"i would eat with her, but i wonder am i the side chick?"
158,"that's why in islam we have to be ""sekufu"" meaning socially and financially at similar level coz all come with their own lifestyle. not a must"
159,i think i'd just enjoy it
160,"a man is natural provider, we will spend based on what we can afford. so we wont feel comfortable."
161,bro lemme meet that girl i wanna eat good.
162,"""hell nah, you wanna cover it? k what do you want for breakfast? i'll make it, place need cleaning? i gotchu"""
163,"any woman below 30 who is wealthy out there, im up to be a stay at home husband thanks."
164,it's 4:27am in ca when i stumble across your account. ty so much. this helps me understand my ldr with my gf in singapore
165,"nah fuck that, i have no shame. im along for the ride if youll have me"
166,let's bto ~
167,this generation if the guy doesnt pay for the foods the guys will be insulted
168,i'll help her wash undergarments
169,where do i find such rich girls please? i can be a stay at home dad lmao
170,"its ok i go visit cai fan stall auntie she still calls me liang zai, u go eat ur hdl"
171,sure she can pay for all my bills and buy me meals. changes nothing for me. i won't feel emasculated at all. it's the 21st century.
172,sugar mommy but with a bit of spice
173,"if the guy is uprooted from his cores to accommodate the dynamic, he must reconsider"
174,why are people listening this db ass speaking
175,end up getting cheated....
176,nothing wrong with that .. but it just doesn't feels right ... like u leeching off her and suck all the benefits from her
177,i honestly wouldn't care
178,a.k.a chinese
179,i would not care at all
180,i dip see i'm a pussy and i can't handle it
181,"""she's rich... she's like a tycoon's daughter"" is it so much a stretch to think she earnt it?"
182,young people with their dynamics lol who freakin cares
183,"when guys pay, do girls feel pressured?"
184,"fk no, where ma mommy"
