Index,Comment,Sentiment,Toxicity
45,"haikal got emotional for a bit..""ehh whyyy laa?"". no worries dude my reaction the same one",neu,n
46,shortking,neu,n
47,at least never got stood up ah hahaah,neu,n
48,aku pernah date laki pendek.. wlaupon ble bjln tu org pdg but aku rse dia sgt ensem n cute.tp tulah jdoh xde.org bgaul dgn slebriti ni kte xleh cope,neg,n
49,ohhhhhh,neu,n
50,i had to laugh at the last point. bitter teruks.,neg,n
51,hahahaha kesian,neu,n
52,"usually my answer to that is ""all my height went somewhere else""",neu,n
53,disrespect,neu,n
54,hahahahha bapak ah pompuan tu,neg,n
55,omg. some people just have no manners. good that you want to get away also!!!!!,neu,n
56,eh ni uxm cite hantu tu kannn,neg,n
57,i laughed too bro... adoi,neu,n
58,that's why i don't want to meet,neu,n
59,minah,neu,n
60,while he looks like that ..,pos,n
61,she laughed bro,neu,n
62,weyh first time jumpe kot,neu,n
63,"say back ah ""eh kau pon gemok eh rupanye""",neu,n
64,reminds me of rifhan nya kinder bueno incident hahaha,neu,n
65,at least he was a gentleman. hadap jugak. pompuan tu patut hadiahkan dia cermin,neu,n
66,ok la tu jodoh mulut pun 2x5,pos,n
67,kt mne nk tgok fulll,neu,n
68,bro got destroyed,neu,n
69,so was this embarrassing or deceiving??,neu,n
70,i m sure the girl only punya photo the face only,neg,n
71,"@diana rosli what this guy saying? speak halfway speak malay, aper tu?",neu,n
72,"which is why i sedar diri n always speaks the truth, but hell laa the guys i've met.
1 has the audacity to belittle me when he say he's 190,but hes just 158i don't laugh, but jujur la,cannot ah?",neu,n
73,"hey the one wif white, are u atta ched??? kee n to date",pos,n
74,lmaoo,neu,n
75,pi gelak pasal apa,pos,n
76,jawa singapore ni high standard gak,neu,n
77,she must things shes all that. maybe delusional from her filter and edits,neu,n
78,the audacity???,neu,n
79,he soo respectful man by not leaving her but the audacity to mock him. lol. swayy lahh,neg,n
80,this one bodyguard or partner,neu,n
81,hell nooooo,neg,n
82,"for girls, no matter how bad our face or our apperance still u are short than me",neu,n
83,susahnyaaa perempuan tinggi ni,neu,n
84,that one the uxm right? i realisedd,neu,n
85,plot twist mat,pos,n
86,"shes nervous kot,,",neu,n
87,rip,neu,y
88,the way u express it.. one word funny!!,neu,n
89,hahaahahahahahahhha wasted in 30 sec,neu,n
90,"heres the guy asked me,, hey u said ur height was 165 but ur seems talker than 165. i dont date tall gurl",neu,n
91,awww i feel so bad for him...,neu,n
92,then she laugh bro i feel you then,neu,n
93,literally happened to me few years ago,neu,n
94,bruhhh,neu,n
95,is this the guy from uxm,neg,n
96,hahahahhaha the disrespect,neu,n
97,i.. feel bad,neu,n
98,this dude offended by her height,neu,n
99,"you should say back to her like this...""eh you pun gemuk eh rupanya"" hahahahhaha",neu,n
100,nahhhh im not gonna let that slide bruv,neg,n
101,bajet siak,neu,n
102,its opposite of what i thought,neu,n
103,respect bro sbb tak lari,neg,n
104,catfishing at it's finest,neu,n
105,ehh abng uxm,neu,n
106,i think he was looking in a mirror during that date hahahah,neu,n
107,she attacked first before u so that u don't,neu,n
108,persoalan how tall are u,neu,n
109,she attacked first before u so that u don't,neu,n
110,wowwiweeeeeeeeee,neu,n
111,persoalan how tall are u,neg,n
112,"""disrespect sia""",pos,n
113,"sounds like someone i knew catfishing ages ago. then at some point she used my description and meet wit d ""date"" when mtg me. imagine how blur i was",neu,n
114,haha i just can't,neu,n
115,ala kesian,neu,n
116,this part make me laugh so badly,neu,n
117,@rafftersakiti,neg,n
118,hahahaha,neg,n
119,hahahahaha,neg,n
120,hahaha,neu,n
121,haha meresi,neu,n
122,hahahahahhahahaha,pos,n
123,beta,neu,n
124,hahahahahaha,neu,n
125,hahahahh,neu,n
126,hagahah,neg,n
127,hahahahahahahahahahah,neu,n
128,hahahahaha,neu,n
129,kesian ehk,neu,n
130,@sean mckinney,neu,n
131,@iballizer @futyball_0,neu,n
132,@baby,neu,n
133,@yusvevoes,neu,n
134,@nurin,neu,n
135,@rachelchaii,neu,n
136,@shakira @supiwatch,neg,y
137,@,neu,n
138,@moon?,neu,n
139,@k.hniss,neg,n
140,@mims,neu,n
141,@jaja&u,neg,n
142,haahahaha padan muka! she is savage before you,neg,y
143,manners maketh men. you have my respect.,pos,n
144,u should reply . 'tula u pn boleh tahan gemok' hahaahah. ko tgk dia mengamuk,neu,n
145,"reply la balik : eh, gemuk ya rupanya",pos,n
146,cerita aku sebijik macam brader ni perempuan tu 2 kali lagi gemok dari aku dalam gambar kurus gilaaa,neu,n
147,hahahaah siot pp tu,neg,n
148,@lemonjuice @neli ffff,neg,n
149,@virgo.comm nokk,neu,n
150,ah shit the feeling just pain in the ass happen to me a lot of time,neu,n
151,short guys >>>>>,neu,n
152,mula2 mcm nak marah laki ni. tapi that last word kan.. tak suka pmpuan mcm tu.,neu,n
153,the ending is the climax lhhhh,neu,n
154,actually baru nak ckp jahat dia body shame.. sekali tu perempuan yg audacity dia body shame balik,neu,n
155,shag sia kena say short,neu,n
156,"nothing beats going out with a chick, and then she asks to stop the bike and shits at the side of the road. no joke. masaiiiiiiiiiii",neu,n
157,if a women can ask the men's height then men can also ask her weight too right?,neu,n
158,perempuan sensitif pasal berat. laki sensitif pasal ketinggian,neu,n
159,"girls suka guys yg taller than them. and sometimes lelaki tak suka yg gemuk, kita plak tak suka lelaki kurus.",neu,n
160,@,neg,n
161,"let's say this
subhanallah 10x
astaghfirullah 10x
alhamdulillah 10x
la ilaha illallah 10x
good deeds for you and i",neg,n
162,nahh baru je nak hentam this guy tetiba pompuan tu terlebih audacity pulakkk,neu,n
163,"jawab ""eh buruk eh rupenye""",pos,n
164,first time appear at my homepage and fck your content are all funny!!!!! cool support you guys,neu,n
165,@nureenqis__ @yyaanbhn uxm laaa siaaa,neg,n
166,ok lah. skinny and chubby. ngam. tall and pendek dusty and dusty,neg,n
167,bro patut reply eh gemuk eh you,neu,y
168,"if me i sire reply, eh gemuk eh ko rupanya",neu,n
169,"apasal tak burn dia balik je, tak payah pendam2 bagi blk je.",neg,n
170,"""you look abit short ah"" mf look abit wide",neu,y
171,should have gave it back to her and told her you're fat,neu,n
172,i'm 170 and i feel shit listen to this .,neg,n
173,the lion the witch and the audacity of that bitch,neu,n
174,"i am embarrassed to hear this crap. especially the sohai host, his england sipeh power.",neu,n
175,"should have told her to look at a mirror, but it prolly can't fit her",pos,n
176,should have broken the girl heart,neg,n
177,"bukan perempuan tu yg tinggi bro, kau yg pendek tu hahahahahahhaha jk",neg,n
178,dia pula saiz gajah.,neu,n
179,hahaha.. kalo aku mmg ak ludahkn je,neu,n
180,obliterated for fks sake,neu,n
181,fak sad moment siaa hahahaha,neu,n
182,itu memang sial,neu,n
0,ghost: eh what i do sia i just came,neu,n
1,aku dapat borak dalam english cenni ngan member2 pun kira best dah ni,neu,n
2,next level . blame ghost,neu,n
3,"i had literally the same experience as the second part of her story, i swear idk what is going on in stepfathers' head.",neu,n
4,@adasapi @gjoevrz lmaooo,neu,n
5,my blood boil wey listen to the whole story,neg,n
6,@n4zishere,neu,n
7,dudeee this is creepy @captainboyx,neg,n
8,omg i feel so bad for the girl the trauma i hope shes okay,neg,n
9,@foreignerass i,neu,n
10,@isaaccccc_1 @s_yuno @simpleonce @parz111_ @maybeapollooooo semua salah ghost,neu,n
11,listened to the full episode. very interesting keep it up!,pos,n
12,wtf ghost? lol this is so funny,pos,n
13,@http.sleepypotato,neu,n
14,@saysdel @rsdaesy,neu,n
15,@casey_819,neu,n
16,at that point i bet the mother believes in fairytales,neu,n
17,@atrsyaa wa stress,neg,n
18,mother also got possessed,neg,n
19,@user080611014,neu,n
20,at that point i bet the mother believes in fairytales,neu,n
21,lain mcam,neu,n
22,@idk,neu,n
23,@caremelsalt @auninabihahmnazim,neu,n
24,wait i go beat up the step father i go blame the ghost nabei,neg,n
25,mother also got possessed,neg,n
26,@xynine9 semua salah ghost,neu,n
27,ghost:whos the dajjal now?,neu,n
28,@adorestehah wtf,neu,n
29,@tingtongtingtongtingting i will nvr believe any man over mia sia... crazy mader,neg,n
30,steady now the nus dudes gonna blame ghost from now on@danyzzzzzzzzz,neu,n
31,@_xking00_,neu,n
32,"the wife believe , ok pack your stuff let's move out",neu,n
33,@shem_01 @praveenaaaaaaa.b,neu,n
34,ghost: woi why are you blaming me im just sitting here watching you,neg,n
35,@520jacksonyee._.1314 wa gan chi pu,neu,n
36,your people's story is amazing @allgoodthankyou,pos,n
37,@carrotpro28,neu,n
38,im sorry but the beanie guy look like abujab from munafik 2,neg,n
39,@seggsy bro fr blamed the ghost,neg,n
40,@jwlh_090 imma also blame the ghost next time,neu,n
41,your people's story is amazing @allgoodthankyou,pos,n
42,@cuppymarcc send me to hell i js laughted,neu,n
43,ohhhh lord,neu,n
44,@wfy1806,neu,n
45,@maavi070,neu,n
46,@txxcio05 so invested in the story skli mda ghost kna blame ngai tondek ya,neu,n
47,@alphadeltafoxtrot,neu,n
48,@berryisntsad this is sad and funny and the same time,neg,n
49,@nab!l,neu,n
50,@apizsoep07 the ghost kene fitnah,neg,n
51,@eycahh03_ @thesabrinaz_ @anis9689,neu,n
52,@carrotpro28,neu,n
53,@rxtzon lmfaooo,neu,n
54,okay and i used to know some friend who had a step mom. her step mom beat her up and she told her dad and her step mom claiming that she was possessed,neg,n
55,@akifhariez mende siak bapak dia,neu,n
56,woah damn old had stupid stepfather should've got eaten by wild animal.,neg,n
57,@bytheway546,neu,n
58,@rxtzon lmfaooo,neu,n
59,@r.raniceee_,neu,n
60,@neyshhh @l00ngz @cincoemiku hahahaha,pos,n
61,ohhhh lord,neu,n
62,@sharzxy101,neu,n
63,@_nyenyenye13 hantu be like: aq lak yg kena,neu,n
64,@nikkiliaw @aathhhh_,neu,n
65,@chicky_syaa @_usernotfound34 hmm terdiam aku,neu,n
66,@ajiq * @hazynns @ryiezx @ammarzing hahahahahhahahahahahahahahahha,pos,n
67,its true.....i was the ghost,neu,n
68,@nuhacoswhynot,neu,n
69,@sheng_daduck lmaocishahaha,neu,n
70,@ayimomar stepfather problem,neg,n
71,@eshaaaaaaa._ ghost,neu,n
72,@flrhna help hahaha,neu,n
73,@mieralalalala haahhaahahahahahahaha,pos,n
74,@shgn.shogun,neu,n
75,great podcast tho!!!!,pos,n
76,@areyouokbabygorl,neu,n
77,"@imchanss "" the wife believe """,neu,n
78,bro,neu,n
79,bad ending,neg,n
80,bomoh: i'm not ready for this,neu,n
81,sooo why did you broke up?,neg,n
82,now human fitnah ghost aah,neu,n
83,yeah that one ghost yeah,neu,n
84,"poor girl, hope she is doing okay now",neu,n
85,the wife believehahahahahahahaha,pos,n
86,hantu : dimana letak kesalahanku,neu,n
87,the wife what,neu,y
88,"""i always feel like somebody's watching me""",neu,n
89,"""the wife believe"" *does the hand thingy* i cant",neu,n
90,the best part is the mother believed that it was a ghost that possessed him,neu,n
91,the wife believe..,neu,n
92,kena possessed,neu,n
93,ghost be like .. whutttt,neu,n
94,'the wife believe' babi ah,neu,n
95,i have never slapped my own forehead so hard in my life!!!,neg,n
96,"""the wife believe""",neu,n
97,"ik im not suppose to laugh but when he said ""the wife believe"" got me crying",neu,n
98,please,neu,n
99,@ikhwnwhaat @adamaspa @airilldanishh @adib.ace @adamnotfound_____,neu,n
100,step dads are scary,neg,n
101,@notvic7133 ghost,neu,n
102,@diffybae @rafieqhaqiem,neu,n
103,@que3nfaa @alxzahafxz aku penat,neg,n
104,@panokey @eeenass @rudizja @syempoi11 hm,neu,n
105,@brendasaea @kultoooz the ghost,neu,n
106,@zainaalkhatib._,neu,n
107,blame... ghosts... to... not... get... caught...,neu,n
108,the cut off-,neu,n
109,"""the wife believes"" ku bersujud ke tanah",neu,n
110,wei i finally find your account after so many months,neu,n
111,the ghost in the house feeling hurt sial,neg,n
112,always my fav,pos,n
113,@thefaithwan,neu,n
114,@jjinggggg,neu,n
115,@syazfufu @harishazqq,neu,n
116,@greentyna,neu,n
117,how do you know it was the ghost la stepfather? you wouldn't realise if you got possessed you know,neg,n
118,the truth is already there but she (wife/mom) just don't want to admit it,neg,n
119,"@afiqroslinz @najmiyusry @ayiedzm @danish iskandar ""wtf sia the ghost be like what's wrong with me anj before i slap your d better you solat taubat",neg,n
120,@janenie75,neu,n
121,"my bil did that to me and my younger sis since i was 16 then i only open to my sis after 2 years, she didnt believe us.",neu,n
122,bro u damn funny sia,pos,n
123,ghost : tf what did i do,neu,n
124,"its not a ghost, its satan",neu,n
125,@whiskas.masak.kicap,neu,n
126,damn that stepfather..mus stab him than say ghost did it..,neg,n
127,@kelapagoncang,neu,n
128,wtf,neu,n
129,@_ming_0 @arysyeong_ @rachel24662 @twtaekook0,neu,n
130,@shazdks12,neu,n
131,@mike_wiii @jadenchee,neu,n
132,the wife mother also bangangx300,neu,n
133,@areffzr.__ next lvl,neu,n
134,@rythtod hm,neu,n
135,@darylwyx omg a singaporean podcast,neu,n
136,"if i was the mother, i would torture him to death...",neg,y
137,@deixinn the wife belivee,neu,n
138,@onettingg,neu,n
139,@bvbydiqo kesian hantu kene blame,neg,n
140,@_.youberygay._ @_anxan,neu,n
141,wtf lahhhhhhhhhjust messed up,neg,n
142,damn.... the wife must be superstitious asf,neg,y
143,@myraaa take care honey,pos,n
144,it was the ghost,neu,n
145,the wife believe hahahahahahahahhah,pos,n
146,@annabelle_applepie not me lah hantuuuu,neu,n
147,@gingerboys_d @sakil8n bro i would slap the mother on sight,neg,n
148,"hahahaha he fucking blamed the ghost, ngl i hope the ghost haunt him",neg,n
149,bro the ghost ltr appear say don't any how say sia even ghost got dignity one,neu,n
150,@ieatmfs,neu,n
151,shitted bro.,neu,n
152,even satan is confused,neu,n
153,ape sia blame ghost,neu,n
154,wtf,neu,n
155,i always feel like somebody's watching me~~~,neu,n
156,@afdhmra,neu,n
157,"wtfish, the mother trusted the stranger more than her own daughter what the fish",neu,n
158,"""the wife believe"" never have i been soo frustrated in my day.",neu,n
159,@elvinson lau,neu,n
160,i scratched my head too many times,neg,n
161,that's what i scared the most. the closed one can be someone who will traumatized your whole life,neg,n
162,"@muzhaffariqbal:""the wife believe"" part and the hand is the real borak u know.",neu,n
163,shuf it in his s happy ghost,pos,n
164,setan pun stress,neu,n
165,"at least he blamed the ghost, my real f*cking dad blame hes been possesed by devil when hes been caught red-handed back then",neg,n
166,video apa siah ni takleh cari,neg,n
167,love is blind..mak dia laaa..,neu,y
168,i thought twas a cat,neu,n
169,damn,neg,n
170,l for wife,neu,y
171,@fyqa arif,neu,n
172,even ghost also confused,neg,n
173,@yunaaa try tngok,neu,n
174,@june @joons#1 what,neu,n
175,he the ghost bro its f* funny,pos,n
176,i mean if the house not haunted..,neg,n
177,then how tf did the stepfather know that he was possessed or smth,neg,n
178,if ghost how he remember hmmmmmm,neu,n
179,"top 10 ppl elon musk is scared of: no.1, the wife who believes everything",neu,n
180,where haikal buy his sunglasses? @wello,neu,n
181,@zara_the_slaying_gurl,neu,n
182,what's the name and where did u get those shades man,neu,n
183,@khloeee3eee bhahahaha,pos,n
184,even the ghost was confused,neu,n
185,@,neu,n
186,the wife believe hahaha,pos,n
187,ghost: what de hell sia...........,neg,n
188,part last tu tk leh go uhh,neu,n
189,"""the wife believe""",neu,n
190,blood hell,neg,n
191,@cherrypretzy the ending [],neu,n
192,the ex date probably give up on life after hearing the mom believed the stepfather's lies.,neg,n
193,wuish lain maciamm la melayu singapura ni haha,neu,n
194,makcik so angry but ter'laughing' coz the ghost,neg,n
195,"ghost belike what, what the fuck lol",neg,n
196,@heyrisz,neu,n
197,the wife believe,neu,n
198,bruh i don't think a ghost would want to do such things tho,neu,n
199,"bro u should tell her say to the mother ""how does he know if is a ghost tat doing that to him""",neu,n
200,she got report to police?,neu,n
201,the wife also believe nah bro,neu,n
202,what a woman believe her man to that extend,neu,n
