Index,Comment
58,But you are Munah 
59,Shigga looks like Steve aoki
60,"Oh hey its munah, lama xtgk channel munahirzi"
61,This Singapore or Malaysia
62,Jantan Kelepek. Mokondo in indonesia 
63,my partner says his friends and car is a priority and im not .
64,its that kesha wee ?
65,Good content guys... #munahishot
66,Wait.. she got no boyfriend... her bday is 28 sept... my bday is 29 sept 
67,Keisha eye candy
68,who and what is that ?
69,Billie eillish look a like has a good deep voice
70,Jantan Kelepek 
71,Hahaha Billie Eilish
72,Hi
73,Hello!
74,I’m here for keisha lol naw but for real I had a worst fight that didn’t make sense to me haha
75,Please invite hirzi
76,Is jade married or not lols
77,"You throw glass, you have anger issue, you wrong, and he’s a little wrong, so you’re both wrong"
78,jantan kelepek wkwkwkwkw
79,Hahaha jantan kelepek
80,dew fighting style very lame one
81,First
82,"The Unlikes are for those close minded people . I suggest they live in the well.
Well Well Well.."
